Algorithm,4,5,6,7,8,9,10,11,12,13,14,20
multi_func_profit,5.095238095238095,4.466666666666667,3.814814814814815,4.705882352941177,4.75,3.0,6.666666666666667,6.6,6.0,5.5,4.0,3.0
compute_first,3.0476190476190474,2.9285714285714284,2.1538461538461537,2.6923076923076925,3.75,2.0,5.0,3.4,1.0,2.25,1.0,
memory_first,3.7,3.0,2.5217391304347827,2.066666666666667,3.75,2.0,5.0,3.6666666666666665,2.0,2.25,,
single_func,1.8571428571428572,2.2,1.1538461538461537,1.5,2.6666666666666665,1.0,1.6666666666666667,2.0,1.0,1.25,1.0,1.0
random_deploy,2.0476190476190474,2.1333333333333333,1.6666666666666667,1.4705882352941178,3.5,2.0,4.0,1.8,2.0,1.25,1.0,1.0
