test_data_id,multi_func_profit_info,multi_func_time,compute_first_info,compute_first_time,memory_first_info,memory_first_time,single_func_info,single_func_time,random_deploy_info,random_deploy_time
58,"[429.62, 3466.38, 8, [(0, 1), (1, 2), (2, 8), (3, 7)]]",0.3687,"[161.11, 1299.89, 3, [(0, 7), (1, 11), (2, 7), (3, 11)]]",0.0,"[214.81, 1733.19, 4, [(0, 7), (1, 1), (2, 7), (3, 1)]]",0.001,"[97.89, 876.11, 2, [(0, 1), (1, 1), (2, 1), (3, 1)]]",0.0,"[107.41, 866.59, 2, [(0, 12), (1, 9), (2, 1), (3, 11)]]",0.0
59,"[475.93, 3774.07, 10, [(0, 2), (1, 1), (2, 5), (3, 4)]]",0.0286,"[285.56, 2264.44, 6, [(0, 4), (1, 5), (2, 4), (3, 5)]]",0.0,"[47.59, 377.41, 1.0, [(0, 2), (1, 4), (2, 2), (3, 4)]]",0.0,"[129.46, 1145.54, 3, [(0, 1), (1, 1), (2, 1), (3, 1)]]",0.0,"[95.19, 754.81, 2.0, [(0, 3), (1, 2), (2, 4), (3, 3)]]",0.0
60,"[128.88, 1329.12, 3, [(0, 3), (1, 5)]]",0.0,None,0.0,None,0.0,"[78.24, 893.76, 2, [(0, 2), (1, 2)]]",0.0,"[85.92, 886.08, 2.0, [(0, 3), (1, 2)]]",0.0
61,"[428.7, 1779.3, 6, [(0, 4), (1, 2)]]",0.0,"[357.25, 1482.75, 5, [(0, 2), (1, 4)]]",0.0,"[357.25, 1482.75, 5, [(0, 2), (1, 4)]]",0.0,"[70.73, 297.27, 1, [(0, 1), (1, 1)]]",0.0,"[71.45, 296.55, 1, [(0, 3), (1, 1)]]",0.0
62,"[105.54, 774.46, 2, [(0, 1), (1, 1), (2, 4)]]",0.001,"[112.04, 767.96, 2, [(0, 4), (1, 1), (2, 4)]]",0.001,"[112.04, 767.96, 2, [(0, 4), (1, 1), (2, 4)]]",0.0,"[50.72, 389.28, 1, [(0, 1), (1, 1), (2, 1)]]",0.0,"[56.02, 383.98, 1, [(0, 2), (1, 3), (2, 4)]]",0.0
63,"[190.32, 1699.68, 7, [(0, 2), (1, 2)]]",0.0,"[61.48, 478.52, 2.0, [(0, 3), (1, 2)]]",0.0,None,0.0,"[27.19, 242.81, 1, [(0, 1), (1, 1)]]",0.0,"[61.48, 478.52, 2.0, [(0, 4), (1, 3)]]",0.0
64,"[503.28, 1336.72, 5, [(0, 2), (1, 1), (2, 9)]]",0.0105,None,0.0,"[301.97, 802.03, 3.0, [(0, 9), (1, 1), (2, 2)]]",0.0,"[185.95, 550.05, 2, [(0, 1), (1, 1), (2, 1)]]",0.0,"[384.06, 1087.94, 4, [(0, 2), (1, 2), (2, 1)]]",0.0
65,"[329.48, 1445.52, 5.0, [(0, 2), (1, 2), (2, 1), (3, 6)]]",0.0135,"[207.77, 857.23, 3, [(0, 2), (1, 1), (2, 2), (3, 1)]]",0.0,None,0.0,"[122.35, 587.65, 2, [(0, 1), (1, 1), (2, 1), (3, 1)]]",0.0,"[65.9, 289.1, 1, [(0, 5), (1, 5), (2, 6), (3, 5)]]",0.0
66,"[537.7, 1402.3, 4, [(0, 2), (1, 2), (2, 3), (3, 5), (4, 7)]]",0.1643,"[278.65, 691.35, 2, [(0, 7), (1, 5), (2, 7), (3, 5), (4, 7)]]",0.0,"[278.65, 691.35, 2, [(0, 2), (1, 3), (2, 2), (3, 7), (4, 2)]]",0.0,"[122.11, 362.89, 1, [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]]",0.0,"[135.55, 349.45, 1.0, [(0, 7), (1, 5), (2, 7), (3, 3), (4, 3)]]",0.0
67,"[505.9, 1314.1, 4, [(0, 1), (1, 4), (2, 3)]]",0.002,"[126.47, 328.53, 1, [(0, 1), (1, 6), (2, 1)]]",0.001,"[126.47, 328.53, 1.0, [(0, 6), (1, 5), (2, 3)]]",0.001,"[241.91, 668.09, 2, [(0, 3), (1, 3), (2, 3)]]",0.0,"[126.47, 328.53, 1.0, [(0, 1), (1, 5), (2, 3)]]",0.0
68,"[272.67, 1655.33, 8, [(0, 2), (1, 3)]]",0.0,"[204.5, 1241.5, 6, [(0, 2), (1, 1)]]",0.0,"[272.67, 1655.33, 8, [(0, 4), (1, 3)]]",0.0,"[88.81, 634.19, 3, [(0, 1), (1, 1)]]",0.0,"[102.25, 620.75, 3.0, [(0, 4), (1, 1)]]",0.0
69,"[310.53, 829.47, 4, [(0, 3), (1, 4), (2, 5)]]",0.001,"[155.26, 414.74, 2, [(0, 5), (1, 3), (2, 5)]]",0.0,"[232.9, 622.1, 3, [(0, 4), (1, 5), (2, 4)]]",0.0,"[73.08, 211.92, 1, [(0, 3), (1, 3), (2, 3)]]",0.0,"[149.66, 420.34, 2, [(0, 5), (1, 5), (2, 3)]]",0.0
70,"[349.96, 780.04, 5, [(0, 4), (1, 3)]]",0.0,"[209.98, 468.02, 3, [(0, 3), (1, 4)]]",0.0,"[209.98, 468.02, 3, [(0, 3), (1, 4)]]",0.0,"[137.18, 314.82, 2, [(0, 1), (1, 1)]]",0.0,"[209.98, 468.02, 3, [(0, 1), (1, 4)]]",0.0
71,"[312.87, 1143.13, 4, [(0, 1), (1, 2), (2, 3)]]",0.001,"[156.43, 571.57, 2, [(0, 2), (1, 3), (2, 2)]]",0.0,"[156.43, 571.57, 2, [(0, 2), (1, 3), (2, 2)]]",0.0,"[69.54, 294.46, 1, [(0, 1), (1, 1), (2, 1)]]",0.0,"[143.83, 584.17, 2, [(0, 4), (1, 4), (2, 1)]]",0.0
72,"[370.24, 934.76, 3, [(0, 2), (1, 3), (2, 3), (3, 4), (4, 5)]]",0.0571,"[124.17, 310.83, 1, [(0, 1), (1, 4), (2, 1), (3, 4), (4, 1)]]",0.0,"[248.34, 621.66, 2, [(0, 3), (1, 5), (2, 3), (3, 5), (4, 3)]]",0.0,"[121.57, 313.43, 1, [(0, 3), (1, 3), (2, 3), (3, 3), (4, 3)]]",0.0,"[124.17, 310.83, 1, [(0, 2), (1, 5), (2, 2), (3, 3), (4, 5)]]",0.0
73,"[373.86, 1048.14, 6, [(0, 1), (1, 7), (2, 6), (3, 7), (4, 5)]]",0.1973,"[186.93, 524.07, 3, [(0, 7), (1, 5), (2, 7), (3, 5), (4, 7)]]",0.0014,"[186.93, 524.07, 3, [(0, 7), (1, 5), (2, 7), (3, 5), (4, 7)]]",0.0,"[57.91, 179.09, 1.0, [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]]",0.0,"[121.62, 352.38, 2, [(0, 6), (1, 7), (2, 7), (3, 4), (4, 6)]]",0.0
74,"[168.49, 136.51, 1, [(0, 4), (1, 4), (2, 4), (3, 4), (4, 4)]]",0.0125,"[181.59, 123.41, 1, [(0, 4), (1, 6), (2, 4), (3, 6), (4, 4)]]",0.0,None,0.0,"[168.49, 136.51, 1, [(0, 4), (1, 4), (2, 4), (3, 4), (4, 4)]]",0.0,"[177.29, 127.71, 1, [(0, 5), (1, 4), (2, 6), (3, 2), (4, 2)]]",0.0
75,"[626.94, 1749.06, 9, [(0, 6), (1, 7), (2, 10), (3, 2)]]",0.1072,"[487.62, 1360.38, 7, [(0, 2), (1, 10), (2, 2), (3, 1)]]",0.0,"[487.62, 1360.38, 7, [(0, 2), (1, 10), (2, 2), (3, 1)]]",0.001,"[136.08, 391.92, 2, [(0, 1), (1, 1), (2, 1), (3, 1)]]",0.0,"[487.62, 1360.38, 7, [(0, 10), (1, 7), (2, 8), (3, 9)]]",0.0
76,"[137.18, 316.82, 2, [(0, 4), (1, 3), (2, 3)]]",0.001,"[69.73, 157.27, 1, [(0, 4), (1, 3), (2, 4)]]",0.0,"[139.46, 314.54, 2, [(0, 3), (1, 5), (2, 3)]]",0.0,"[67.81, 159.19, 1, [(0, 3), (1, 3), (2, 3)]]",0.0,"[68.59, 158.41, 1, [(0, 2), (1, 4), (2, 4)]]",0.0
77,"[517.74, 394.26, 3, [(0, 4), (1, 4), (2, 5), (3, 6), (4, 8)]]",0.3496,"[177.14, 126.86, 1, [(0, 6), (1, 8), (2, 6), (3, 8), (4, 6)]]",0.001,"[354.28, 253.72, 2, [(0, 6), (1, 8), (2, 4), (3, 6), (4, 8)]]",0.0,"[160.52, 143.48, 1, [(0, 6), (1, 6), (2, 6), (3, 6), (4, 6)]]",0.0,"[177.14, 126.86, 1, [(0, 4), (1, 1), (2, 7), (3, 6), (4, 8)]]",0.0
78,"[387.95, 2006.05, 6, [(0, 3), (1, 2)]]",0.0,"[129.32, 668.68, 2.0, [(0, 4), (1, 3)]]",0.0,"[129.32, 668.68, 2.0, [(0, 4), (1, 3)]]",0.0,"[58.78, 340.22, 1, [(0, 1), (1, 1)]]",0.0,"[129.32, 668.68, 2, [(0, 2), (1, 1)]]",0.0
79,"[176.98, 2655.02, 6, [(0, 3), (1, 4), (2, 4)]]",0.002,"[64.59, 879.41, 2.0, [(0, 4), (1, 5), (2, 4)]]",0.0,"[64.59, 879.41, 2.0, [(0, 4), (1, 5), (2, 4)]]",0.0,"[26.3, 445.7, 1, [(0, 2), (1, 2), (2, 2)]]",0.0,"[147.49, 2212.51, 5, [(0, 3), (1, 5), (2, 5)]]",0.0
80,"[273.28, 982.72, 4, [(0, 1), (1, 2), (2, 4)]]",0.001,"[136.64, 491.36, 2, [(0, 1), (1, 2), (2, 1)]]",0.0,"[204.96, 737.04, 3, [(0, 4), (1, 1), (2, 4)]]",0.0,"[64.96, 249.04, 1, [(0, 1), (1, 1), (2, 1)]]",0.0,"[132.86, 495.14, 2, [(0, 1), (1, 1), (2, 2)]]",0.001
81,"[206.01, 5589.99, 12, [(0, 1), (1, 6)]]",0.0015,"[206.01, 5589.99, 12, [(0, 5), (1, 6)]]",0.001,"[188.84, 5124.16, 11, [(0, 6), (1, 5)]]",0.0,"[68.45, 2829.55, 6, [(0, 1), (1, 1)]]",0.0,"[188.84, 5124.16, 11, [(0, 2), (1, 5)]]",0.0
82,"[175.3, 1744.7, 5, [(0, 3), (1, 3)]]",0.0,"[76.12, 691.88, 2.0, [(0, 3), (1, 4)]]",0.0,"[76.12, 691.88, 2.0, [(0, 3), (1, 4)]]",0.001,"[175.3, 1744.7, 5, [(0, 3), (1, 3)]]",0.0,"[105.18, 1046.82, 3, [(0, 4), (1, 4)]]",0.0
83,"[317.44, 792.56, 3, [(0, 2), (1, 2), (2, 9), (3, 8)]]",0.1362,"[215.41, 524.59, 2, [(0, 10), (1, 2), (2, 10), (3, 9)]]",0.0,"[215.41, 524.59, 2, [(0, 2), (1, 10), (2, 2), (3, 3)]]",0.0,"[102.54, 267.46, 1, [(0, 2), (1, 2), (2, 2), (3, 2)]]",0.0,"[107.7, 262.3, 1, [(0, 8), (1, 7), (2, 3), (3, 7)]]",0.001
84,"[193.64, 195.36, 1, [(0, 4), (1, 4), (2, 4), (3, 6), (4, 6)]]",0.0115,None,0.001,"[208.48, 180.52, 1, [(0, 6), (1, 4), (2, 6), (3, 4), (4, 1)]]",0.0,None,0.0,"[203.79, 185.21, 1, [(0, 1), (1, 4), (2, 4), (3, 4), (4, 5)]]",0.0
85,"[669.85, 791.15, 3, [(0, 1), (1, 2), (2, 2), (3, 6), (4, 7)]]",0.1597,None,0.0,"[457.61, 516.39, 2, [(0, 7), (1, 6), (2, 2), (3, 6), (4, 7)]]",0.0,"[214.22, 272.78, 1, [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]]",0.0,"[228.8, 258.2, 1.0, [(0, 6), (1, 7), (2, 6), (3, 3), (4, 5)]]",0.0
86,"[118.95, 2089.05, 6, [(0, 4), (1, 4)]]",0.0,"[124.33, 1715.67, 5, [(0, 1), (1, 2)]]",0.0,"[49.73, 686.27, 2.0, [(0, 4), (1, 1)]]",0.001,"[99.13, 1740.87, 5, [(0, 1), (1, 1)]]",0.0,"[24.87, 343.13, 1, [(0, 2), (1, 3)]]",0.0
87,"[409.04, 1000.96, 3, [(0, 2), (1, 3), (2, 5), (3, 6), (4, 6)]]",0.0376,"[139.01, 330.99, 1, [(0, 5), (1, 3), (2, 5), (3, 3), (4, 5)]]",0.0,"[278.01, 661.99, 2, [(0, 6), (1, 3), (2, 6), (3, 5), (4, 6)]]",0.0,"[124.8, 345.2, 1, [(0, 6), (1, 6), (2, 6), (3, 6), (4, 6)]]",0.0,"[132.43, 337.57, 1, [(0, 2), (1, 2), (2, 1), (3, 6), (4, 5)]]",0.0
88,"[299.14, 1101.86, 3, [(0, 6), (1, 6), (2, 4)]]",0.007,"[200.07, 733.93, 2.0, [(0, 7), (1, 9), (2, 4)]]",0.0,"[200.07, 733.93, 2, [(0, 6), (1, 7), (2, 6)]]",0.0,"[99.35, 367.65, 1, [(0, 3), (1, 3), (2, 3)]]",0.0,"[200.07, 733.93, 2, [(0, 7), (1, 6), (2, 9)]]",0.0
89,"[842.17, 1427.83, 5, [(0, 5), (1, 4), (2, 3), (3, 2), (4, 1)]]",0.1838,"[168.43, 285.57, 1, [(0, 2), (1, 3), (2, 2), (3, 3), (4, 2)]]",0.001,"[168.43, 285.57, 1.0, [(0, 1), (1, 2), (2, 1), (3, 4), (4, 1)]]",0.0,"[161.02, 292.98, 1, [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]]",0.0,"[166.93, 287.07, 1.0, [(0, 3), (1, 1), (2, 1), (3, 3), (4, 2)]]",0.0
90,"[257.72, 1932.28, 5, [(0, 1), (1, 2)]]",0.001,"[206.18, 1545.82, 4.0, [(0, 4), (1, 1)]]",0.0,"[206.18, 1545.82, 4.0, [(0, 4), (1, 1)]]",0.001,"[96.53, 779.47, 2, [(0, 1), (1, 1)]]",0.0,"[103.09, 772.91, 2, [(0, 3), (1, 2)]]",0.0
91,"[219.27, 1034.73, 3, [(0, 1), (1, 4)]]",0.0005,"[219.27, 1034.73, 3, [(0, 1), (1, 4)]]",0.0,"[146.18, 689.82, 2.0, [(0, 4), (1, 3)]]",0.0,"[66.93, 351.07, 1, [(0, 1), (1, 1)]]",0.0,"[133.86, 702.14, 2, [(0, 4), (1, 4)]]",0.0
92,"[155.72, 65.28, 1.0, [(0, 2), (1, 1), (2, 1), (3, 1), (4, 1)]]",0.0942,"[170.36, 50.64, 1, [(0, 6), (1, 4), (2, 6), (3, 4), (4, 6)]]",0.0,"[170.36, 50.64, 1, [(0, 1), (1, 4), (2, 6), (3, 4), (4, 3)]]",0.0,None,0.0,"[170.36, 50.64, 1, [(0, 3), (1, 4), (2, 1), (3, 2), (4, 1)]]",0.0
93,"[337.32, 775.68, 3, [(0, 4), (1, 3), (2, 2), (3, 6)]]",0.0095,"[112.44, 258.56, 1, [(0, 4), (1, 3), (2, 4), (3, 3)]]",0.0,"[112.44, 258.56, 1.0, [(0, 4), (1, 6), (2, 4), (3, 3)]]",0.0,"[99.96, 271.04, 1, [(0, 3), (1, 3), (2, 3), (3, 3)]]",0.0,"[99.96, 271.04, 1, [(0, 6), (1, 6), (2, 6), (3, 6)]]",0.0
94,"[223.7, 3046.3, 10, [(0, 2), (1, 2)]]",0.001,"[27.95, 299.05, 1.0, [(0, 2), (1, 5)]]",0.0,"[27.95, 299.05, 1.0, [(0, 2), (1, 5)]]",0.0,"[22.37, 304.63, 1, [(0, 1), (1, 1)]]",0.0,"[111.8, 1196.2, 4, [(0, 7), (1, 2)]]",0.0
95,"[233.95, 1710.05, 4, [(0, 4), (1, 3), (2, 5)]]",0.001,"[175.46, 1282.54, 3, [(0, 5), (1, 3), (2, 5)]]",0.0,"[116.98, 855.02, 2.0, [(0, 4), (1, 5), (2, 4)]]",0.001,"[48.33, 437.67, 1, [(0, 3), (1, 3), (2, 3)]]",0.0,"[58.49, 427.51, 1, [(0, 3), (1, 2), (2, 3)]]",0.0
96,"[481.79, 2528.21, 7, [(0, 2), (1, 2), (2, 3), (3, 4), (4, 6)]]",0.2104,"[290.19, 1429.81, 4, [(0, 2), (1, 4), (2, 2), (3, 4), (4, 2)]]",0.0,"[362.74, 1787.26, 5, [(0, 2), (1, 3), (2, 2), (3, 4), (4, 2)]]",0.0,"[125.26, 734.74, 2, [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]]",0.0,"[66.35, 363.65, 1.0, [(0, 2), (1, 2), (2, 2), (3, 6), (4, 1)]]",0.0
97,"[459.78, 1164.22, 4, [(0, 1), (1, 1), (2, 7), (3, 7), (4, 7)]]",0.1062,"[374.65, 843.35, 3, [(0, 1), (1, 7), (2, 1), (3, 7), (4, 1)]]",0.0,"[499.54, 1124.46, 4, [(0, 7), (1, 1), (2, 7), (3, 1), (4, 7)]]",0.0,"[224.29, 587.71, 2, [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]]",0.0,"[124.88, 281.12, 1, [(0, 6), (1, 7), (2, 5), (3, 1), (4, 6)]]",0.0
98,"[545.84, 919.16, 5, [(0, 1), (1, 3), (2, 2), (3, 5)]]",0.023,"[218.33, 367.67, 2, [(0, 5), (1, 1), (2, 5), (3, 1)]]",0.001,"[327.5, 551.5, 3, [(0, 3), (1, 1), (2, 3), (3, 1)]]",0.0,"[103.26, 189.74, 1, [(0, 1), (1, 1), (2, 1), (3, 1)]]",0.0,"[109.17, 183.83, 1, [(0, 5), (1, 7), (2, 6), (3, 7)]]",0.001
99,"[150.69, 2154.3, 5, [(0, 3), (1, 3)]]",0.0,"[64.96, 857.04, 2, [(0, 3), (1, 4)]]",0.0,"[97.44, 1285.56, 3, [(0, 3), (1, 2)]]",0.0,"[30.14, 430.86, 1, [(0, 2), (1, 2)]]",0.0,"[32.48, 428.52, 1, [(0, 1), (1, 3)]]",0.0
100,"[638.76, 701.24, 4, [(0, 9), (1, 8), (2, 13), (3, 2)]]",0.2244,"[319.38, 350.62, 2, [(0, 8), (1, 3), (2, 8), (3, 3)]]",0.0,"[319.38, 350.62, 2.0, [(0, 13), (1, 3), (2, 9), (3, 8)]]",0.0,"[155.53, 179.47, 1, [(0, 2), (1, 2), (2, 2), (3, 2)]]",0.0,"[159.69, 175.31, 1, [(0, 3), (1, 13), (2, 11), (3, 12)]]",0.0
101,"[805.24, 490.76, 3, [(0, 7), (1, 7), (2, 5), (3, 16), (4, 2)]]",18.8031,None,0.001,None,0.001,"[263.11, 168.89, 1, [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2)]]",0.0,"[269.03, 162.97, 1, [(0, 14), (1, 11), (2, 2), (3, 3), (4, 16)]]",0.0
